index,label,p_pos,p_neu,p_neg
16859,neu,0.33,0.34,0.33
16860,neu,0.33,0.34,0.33
16861,pos,0.9311058521270752,0.0,0.0688941478729248
16862,pos,0.9151514768600464,0.0,0.0848485231399536
16863,neu,0.33,0.34,0.33
16864,neu,0.33,0.34,0.33
16865,neu,0.33,0.34,0.33
16866,neu,0.33,0.34,0.33
16867,neu,0.33,0.34,0.33
16868,pos,0.9311058521270752,0.0,0.0688941478729248
16869,pos,0.9151514768600464,0.0,0.0848485231399536
16870,neu,0.33,0.34,0.33
16871,neu,0.33,0.34,0.33
16872,neu,0.33,0.34,0.33
16873,neu,0.33,0.34,0.33
16874,neu,0.33,0.34,0.33
16875,neu,0.33,0.34,0.33
16876,pos,0.9311058521270752,0.0,0.0688941478729248
16877,pos,0.9151514768600464,0.0,0.0848485231399536
16878,neu,0.33,0.34,0.33
16879,neu,0.33,0.34,0.33
16880,neu,0.33,0.34,0.33
16881,neu,0.33,0.34,0.33
16882,neu,0.33,0.34,0.33
16883,pos,0.9311058521270752,0.0,0.0688941478729248
16884,pos,0.9151514768600464,0.0,0.0848485231399536
16885,neu,0.33,0.34,0.33
16886,neu,0.33,0.34,0.33
16887,pos,0.7015380263328552,0.0,0.2984619736671448
16888,neu,0.33,0.34,0.33
16889,neu,0.33,0.34,0.33
16890,neu,0.33,0.34,0.33
16891,neu,0.33,0.34,0.33
16892,neu,0.33,0.34,0.33
16893,pos,0.7015380263328552,0.0,0.2984619736671448
16894,neu,0.33,0.34,0.33
16895,neu,0.33,0.34,0.33
16896,pos,0.7181562185287476,0.0,0.2818437814712524
16897,neu,0.33,0.34,0.33
16898,neu,0.33,0.34,0.33
16899,neu,0.33,0.34,0.33
16900,neu,0.33,0.34,0.33
16901,pos,0.7181562185287476,0.0,0.2818437814712524
16902,neu,0.33,0.34,0.33
16903,neu,0.33,0.34,0.33
16904,neu,0.33,0.34,0.33
16905,neu,0.33,0.34,0.33
16906,pos,0.7015380263328552,0.0,0.2984619736671448
16907,neu,0.33,0.34,0.33
16908,neu,0.33,0.34,0.33
16909,pos,0.7181562185287476,0.0,0.2818437814712524
16910,neu,0.33,0.34,0.33
16911,neu,0.33,0.34,0.33
16912,neu,0.33,0.34,0.33
16913,neu,0.33,0.34,0.33
16914,neu,0.33,0.34,0.33
16915,neu,0.33,0.34,0.33
16916,neu,0.33,0.34,0.33
16917,neu,0.33,0.34,0.33
16918,neu,0.33,0.34,0.33
16919,neu,0.33,0.34,0.33
16920,neu,0.33,0.34,0.33
16921,neu,0.33,0.34,0.33
16922,neu,0.33,0.34,0.33
16923,neu,0.33,0.34,0.33
16924,neu,0.33,0.34,0.33
16925,neu,0.33,0.34,0.33
16926,neg,0.4035354852676391,0.0,0.5964645147323608
16927,neu,0.33,0.34,0.33
16928,neu,0.33,0.34,0.33
16929,neu,0.33,0.34,0.33
16930,neu,0.33,0.34,0.33
16931,pos,0.8690348863601685,0.0,0.1309651136398315
16932,pos,0.9229546189308168,0.0,0.0770453810691833
16933,neu,0.33,0.34,0.33
16934,neu,0.33,0.34,0.33
16935,neu,0.33,0.34,0.33
16936,neu,0.33,0.34,0.33
16937,neu,0.33,0.34,0.33
16938,neu,0.33,0.34,0.33
16939,neu,0.33,0.34,0.33
16940,neu,0.33,0.34,0.33
16941,neu,0.33,0.34,0.33
16942,neu,0.33,0.34,0.33
16943,neu,0.33,0.34,0.33
16944,neu,0.33,0.34,0.33
16945,neu,0.33,0.34,0.33
16946,neu,0.33,0.34,0.33
16947,neu,0.33,0.34,0.33
16948,neu,0.33,0.34,0.33
16949,neg,0.22896409034729,0.0,0.77103590965271
16950,neu,0.33,0.34,0.33
16951,neu,0.33,0.34,0.33
16952,neu,0.33,0.34,0.33
16953,pos,0.9439480900764464,0.0,0.0560519099235534
16954,neg,0.22896409034729,0.0,0.77103590965271
16955,neu,0.33,0.34,0.33
16956,neu,0.33,0.34,0.33
16957,neu,0.33,0.34,0.33
16958,pos,0.9439480900764464,0.0,0.0560519099235534
16959,neg,0.22896409034729,0.0,0.77103590965271
16960,neu,0.33,0.34,0.33
16961,neu,0.33,0.34,0.33
16962,neu,0.33,0.34,0.33
16963,pos,0.9439480900764464,0.0,0.0560519099235534
16964,neg,0.22896409034729,0.0,0.77103590965271
16965,neu,0.33,0.34,0.33
16966,neu,0.33,0.34,0.33
16967,neg,0.22896409034729,0.0,0.77103590965271
16968,neu,0.33,0.34,0.33
16969,neu,0.33,0.34,0.33
16970,neg,0.22896409034729,0.0,0.77103590965271
16971,neu,0.33,0.34,0.33
16972,neu,0.33,0.34,0.33
16973,pos,0.8509833812713623,0.0,0.1490166187286377
16974,neu,0.33,0.34,0.33
16975,pos,0.9439480900764464,0.0,0.0560519099235534
16976,neg,0.22896409034729,0.0,0.77103590965271
16977,neu,0.33,0.34,0.33
16978,neu,0.33,0.34,0.33
16979,neu,0.33,0.34,0.33
16980,pos,0.9439480900764464,0.0,0.0560519099235534
16981,neg,0.22896409034729,0.0,0.77103590965271
16982,neu,0.33,0.34,0.33
16983,neu,0.33,0.34,0.33
16984,pos,0.8509833812713623,0.0,0.1490166187286377
16985,neu,0.33,0.34,0.33
16986,pos,0.9439480900764464,0.0,0.0560519099235534
16987,neg,0.22896409034729,0.0,0.77103590965271
16988,neu,0.33,0.34,0.33
16989,neu,0.33,0.34,0.33
16990,pos,0.8509833812713623,0.0,0.1490166187286377
16991,neu,0.33,0.34,0.33
16992,pos,0.9439480900764464,0.0,0.0560519099235534
16993,neg,0.22896409034729,0.0,0.77103590965271
16994,neu,0.33,0.34,0.33
16995,neu,0.33,0.34,0.33
16996,pos,0.8509833812713623,0.0,0.1490166187286377
16997,neu,0.33,0.34,0.33
16998,pos,0.9439480900764464,0.0,0.0560519099235534
16999,neg,0.22896409034729,0.0,0.77103590965271
17000,neu,0.33,0.34,0.33
17001,neu,0.33,0.34,0.33
17002,pos,0.8509833812713623,0.0,0.1490166187286377
17003,neu,0.33,0.34,0.33
17004,pos,0.9439480900764464,0.0,0.0560519099235534
17005,neg,0.22896409034729,0.0,0.77103590965271
17006,neu,0.33,0.34,0.33
17007,neu,0.33,0.34,0.33
17008,neu,0.33,0.34,0.33
17009,pos,0.9439480900764464,0.0,0.0560519099235534
17010,neg,0.22896409034729,0.0,0.77103590965271
17011,neu,0.33,0.34,0.33
17012,neu,0.33,0.34,0.33
17013,pos,0.8509833812713623,0.0,0.1490166187286377
17014,neu,0.33,0.34,0.33
17015,pos,0.9439480900764464,0.0,0.0560519099235534
17016,neg,0.22896409034729,0.0,0.77103590965271
17017,neu,0.33,0.34,0.33
17018,neu,0.33,0.34,0.33
17019,neu,0.33,0.34,0.33
17020,neu,0.33,0.34,0.33
17021,neu,0.33,0.34,0.33
17022,pos,0.8209746479988098,0.0,0.1790253520011901
17023,neu,0.33,0.34,0.33
17024,neu,0.33,0.34,0.33
17025,neu,0.33,0.34,0.33
17026,pos,0.6728338003158569,0.0,0.327166199684143
17027,neu,0.33,0.34,0.33
17028,neu,0.33,0.34,0.33
17029,neu,0.33,0.34,0.33
17030,pos,0.6728338003158569,0.0,0.327166199684143
17031,pos,0.8209745287895203,0.0,0.1790254712104797
17032,neu,0.33,0.34,0.33
17033,neu,0.33,0.34,0.33
17034,neu,0.33,0.34,0.33
17035,neu,0.33,0.34,0.33
17036,pos,0.9362695217132568,0.0,0.0637304782867431
17037,neu,0.33,0.34,0.33
17038,pos,0.9534992575645448,0.0,0.0465007424354553
17039,neu,0.33,0.34,0.33
17040,neu,0.33,0.34,0.33
17041,neu,0.33,0.34,0.33
17042,neu,0.33,0.34,0.33
17043,neu,0.33,0.34,0.33
17044,neu,0.33,0.34,0.33
17045,neu,0.33,0.34,0.33
17046,pos,0.9362695217132568,0.0,0.0637304782867431
17047,neu,0.33,0.34,0.33
17048,pos,0.9534992575645448,0.0,0.0465007424354553
17049,neu,0.33,0.34,0.33
17050,neu,0.33,0.34,0.33
17051,neu,0.33,0.34,0.33
17052,neu,0.33,0.34,0.33
17053,neu,0.33,0.34,0.33
17054,neu,0.33,0.34,0.33
17055,pos,0.9362695217132568,0.0,0.0637304782867431
17056,neu,0.33,0.34,0.33
17057,pos,0.9534992575645448,0.0,0.0465007424354553
17058,neu,0.33,0.34,0.33
17059,neu,0.33,0.34,0.33
17060,neu,0.33,0.34,0.33
17061,neu,0.33,0.34,0.33
17062,neu,0.33,0.34,0.33
17063,neu,0.33,0.34,0.33
17064,neu,0.33,0.34,0.33
17065,pos,0.9362695217132568,0.0,0.0637304782867431
17066,neu,0.33,0.34,0.33
17067,pos,0.9534992575645448,0.0,0.0465007424354553
17068,neu,0.33,0.34,0.33
17069,neu,0.33,0.34,0.33
17070,neu,0.33,0.34,0.33
17071,neu,0.33,0.34,0.33
17072,neu,0.33,0.34,0.33
17073,pos,0.9362695217132568,0.0,0.0637304782867431
17074,neu,0.33,0.34,0.33
17075,pos,0.9534992575645448,0.0,0.0465007424354553
17076,neu,0.33,0.34,0.33
17077,neu,0.33,0.34,0.33
17078,neu,0.33,0.34,0.33
17079,neu,0.33,0.34,0.33
17080,neu,0.33,0.34,0.33
17081,pos,0.9362695217132568,0.0,0.0637304782867431
17082,neu,0.33,0.34,0.33
17083,pos,0.9534992575645448,0.0,0.0465007424354553
17084,neu,0.33,0.34,0.33
17085,neu,0.33,0.34,0.33
17086,neu,0.33,0.34,0.33
17087,neu,0.33,0.34,0.33
17088,neu,0.33,0.34,0.33
17089,pos,0.9362695217132568,0.0,0.0637304782867431
17090,neu,0.33,0.34,0.33
17091,neu,0.33,0.34,0.33
17092,neu,0.33,0.34,0.33
17093,neu,0.33,0.34,0.33
17094,pos,0.9454143047332764,0.0,0.0545856952667236
17095,pos,0.7251327633857727,0.0,0.2748672366142273
17096,neu,0.33,0.34,0.33
17097,neu,0.33,0.34,0.33
17098,neu,0.33,0.34,0.33
17099,pos,0.7940800189971924,0.0,0.2059199810028076
17100,neu,0.33,0.34,0.33
17101,pos,0.7468922138214111,0.0,0.2531077861785888
17102,neu,0.33,0.34,0.33
17103,pos,0.935415506362915,0.0,0.0645844936370849
17104,neu,0.33,0.34,0.33
17105,neu,0.33,0.34,0.33
17106,pos,0.8860613703727722,0.0,0.1139386296272277
17107,pos,0.737000048160553,0.0,0.262999951839447
17108,neu,0.33,0.34,0.33
17109,neu,0.33,0.34,0.33
17110,neu,0.33,0.34,0.33
17111,neu,0.33,0.34,0.33
17112,neu,0.33,0.34,0.33
17113,neu,0.33,0.34,0.33
17114,neu,0.33,0.34,0.33
17115,neu,0.33,0.34,0.33
17116,neu,0.33,0.34,0.33
17117,neu,0.33,0.34,0.33
17118,neu,0.33,0.34,0.33
17119,neu,0.33,0.34,0.33
17120,neu,0.33,0.34,0.33
17121,neu,0.33,0.34,0.33
17122,neu,0.33,0.34,0.33
17123,neu,0.33,0.34,0.33
17124,neu,0.33,0.34,0.33
17125,neu,0.33,0.34,0.33
17126,neu,0.33,0.34,0.33
17127,neu,0.33,0.34,0.33
17128,neu,0.33,0.34,0.33
17129,neu,0.33,0.34,0.33
17130,neu,0.33,0.34,0.33
17131,neu,0.33,0.34,0.33
17132,neu,0.33,0.34,0.33
17133,neu,0.33,0.34,0.33
17134,neu,0.33,0.34,0.33
17135,neu,0.33,0.34,0.33
17136,neu,0.33,0.34,0.33
17137,neu,0.33,0.34,0.33
17138,neu,0.33,0.34,0.33
17139,neu,0.33,0.34,0.33
17140,neu,0.33,0.34,0.33
17141,neu,0.33,0.34,0.33
17142,neu,0.33,0.34,0.33
17143,neu,0.33,0.34,0.33
17144,neu,0.33,0.34,0.33
17145,neu,0.33,0.34,0.33
17146,neu,0.33,0.34,0.33
17147,neu,0.33,0.34,0.33
17148,neu,0.33,0.34,0.33
17149,neu,0.33,0.34,0.33
17150,neu,0.33,0.34,0.33
17151,neu,0.33,0.34,0.33
17152,neu,0.33,0.34,0.33
17153,neu,0.33,0.34,0.33
17154,neu,0.33,0.34,0.33
17155,neu,0.33,0.34,0.33
17156,neu,0.33,0.34,0.33
17157,neu,0.33,0.34,0.33
17158,neu,0.33,0.34,0.33
17159,neu,0.33,0.34,0.33
17160,neu,0.33,0.34,0.33
17161,neu,0.33,0.34,0.33
17162,neu,0.33,0.34,0.33
17163,neu,0.33,0.34,0.33
17164,neu,0.33,0.34,0.33
17165,neu,0.33,0.34,0.33
17166,neu,0.33,0.34,0.33
17167,neu,0.33,0.34,0.33
17168,neu,0.33,0.34,0.33
17169,neu,0.33,0.34,0.33
17170,neu,0.33,0.34,0.33
17171,neu,0.33,0.34,0.33
17172,neu,0.33,0.34,0.33
17173,neu,0.33,0.34,0.33
17174,neu,0.33,0.34,0.33
17175,neu,0.33,0.34,0.33
17176,neu,0.33,0.34,0.33
17177,neu,0.33,0.34,0.33
17178,neu,0.33,0.34,0.33
17179,neu,0.33,0.34,0.33
17180,neu,0.33,0.34,0.33
17181,neu,0.33,0.34,0.33
17182,neu,0.33,0.34,0.33
17183,neu,0.33,0.34,0.33
17184,neu,0.33,0.34,0.33
17185,neu,0.33,0.34,0.33
17186,neu,0.33,0.34,0.33
17187,neu,0.33,0.34,0.33
17188,neu,0.33,0.34,0.33
17189,neu,0.33,0.34,0.33
17190,neu,0.33,0.34,0.33
17191,neu,0.33,0.34,0.33
17192,neu,0.33,0.34,0.33
17193,pos,0.7694464325904846,0.0,0.2305535674095153
17194,neu,0.33,0.34,0.33
17195,neu,0.33,0.34,0.33
17196,neu,0.33,0.34,0.33
17197,neu,0.33,0.34,0.33
17198,neu,0.33,0.34,0.33
17199,pos,0.7483214735984802,0.0,0.2516785264015198
17200,neu,0.33,0.34,0.33
17201,neu,0.33,0.34,0.33
17202,neu,0.33,0.34,0.33
17203,neu,0.33,0.34,0.33
17204,neu,0.33,0.34,0.33
17205,neg,0.4240020513534546,0.0,0.5759979486465454
17206,neg,0.1814921498298645,0.0,0.8185078501701355
17207,neu,0.33,0.34,0.33
17208,pos,0.8785022497177124,0.0,0.1214977502822876
17209,pos,0.7376460433006287,0.0,0.2623539566993713
17210,pos,0.9464569687843324,0.0,0.0535430312156677
17211,neu,0.33,0.34,0.33
17212,neu,0.33,0.34,0.33
17213,neu,0.33,0.34,0.33
17214,neg,0.174898087978363,0.0,0.825101912021637
17215,neg,0.0825592875480651,0.0,0.9174407124519348
17216,neu,0.33,0.34,0.33
17217,neu,0.33,0.34,0.33
17218,neu,0.33,0.34,0.33
17219,neu,0.33,0.34,0.33
17220,neu,0.33,0.34,0.33
17221,neg,0.4240020513534546,0.0,0.5759979486465454
17222,neg,0.1814921498298645,0.0,0.8185078501701355
17223,neu,0.33,0.34,0.33
17224,neu,0.33,0.34,0.33
17225,neu,0.33,0.34,0.33
17226,neu,0.33,0.34,0.33
17227,neu,0.33,0.34,0.33
17228,neu,0.33,0.34,0.33
17229,neg,0.4240020513534546,0.0,0.5759979486465454
17230,neg,0.1814921498298645,0.0,0.8185078501701355
17231,neu,0.33,0.34,0.33
17232,pos,0.8785022497177124,0.0,0.1214977502822876
17233,pos,0.7376460433006287,0.0,0.2623539566993713
17234,pos,0.9464569687843324,0.0,0.0535430312156677
17235,neu,0.33,0.34,0.33
17236,neu,0.33,0.34,0.33
17237,neu,0.33,0.34,0.33
17238,neg,0.174898087978363,0.0,0.825101912021637
17239,neg,0.0825592875480651,0.0,0.9174407124519348
17240,neu,0.33,0.34,0.33
17241,neu,0.33,0.34,0.33
17242,neu,0.33,0.34,0.33
17243,neu,0.33,0.34,0.33
17244,neu,0.33,0.34,0.33
17245,neg,0.4240020513534546,0.0,0.5759979486465454
17246,neg,0.1814921498298645,0.0,0.8185078501701355
17247,neu,0.33,0.34,0.33
17248,pos,0.949836492538452,0.0,0.0501635074615478
17249,neg,0.1345968246459961,0.0,0.8654031753540039
17250,neu,0.33,0.34,0.33
17251,pos,0.9205421805381776,0.0,0.0794578194618225
17252,pos,0.8917787671089172,0.0,0.1082212328910827
17253,neu,0.33,0.34,0.33
17254,neu,0.33,0.34,0.33
17255,pos,0.9517393708229064,0.0,0.0482606291770935
17256,neu,0.33,0.34,0.33
17257,neu,0.33,0.34,0.33
17258,neu,0.33,0.34,0.33
17259,neu,0.33,0.34,0.33
17260,neu,0.33,0.34,0.33
17261,neu,0.33,0.34,0.33
17262,neu,0.33,0.34,0.33
17263,neu,0.33,0.34,0.33
17264,neu,0.33,0.34,0.33
17265,pos,0.9346332550048828,0.0,0.0653667449951171
17266,pos,0.9384650588035583,0.0,0.0615349411964416
17267,neu,0.33,0.34,0.33
17268,neu,0.33,0.34,0.33
17269,neu,0.33,0.34,0.33
17270,neu,0.33,0.34,0.33
17271,neu,0.33,0.34,0.33
17272,neu,0.33,0.34,0.33
17273,neu,0.33,0.34,0.33
17274,pos,0.5902256369590759,0.0,0.4097743630409241
17275,neu,0.33,0.34,0.33
17276,neu,0.33,0.34,0.33
17277,neu,0.33,0.34,0.33
17278,neu,0.33,0.34,0.33
17279,neu,0.33,0.34,0.33
17280,neu,0.33,0.34,0.33
17281,neu,0.33,0.34,0.33
17282,neu,0.33,0.34,0.33
17283,pos,0.6457683444023132,0.0,0.3542316555976867
17284,neu,0.33,0.34,0.33
17285,neu,0.33,0.34,0.33
17286,neu,0.33,0.34,0.33
17287,neu,0.33,0.34,0.33
17288,neu,0.33,0.34,0.33
17289,pos,0.6457683444023132,0.0,0.3542316555976867
17290,neu,0.33,0.34,0.33
17291,neu,0.33,0.34,0.33
17292,neu,0.33,0.34,0.33
17293,neu,0.33,0.34,0.33
17294,neu,0.33,0.34,0.33
17295,neu,0.33,0.34,0.33
17296,neu,0.33,0.34,0.33
17297,neu,0.33,0.34,0.33
17298,neu,0.33,0.34,0.33
17299,neu,0.33,0.34,0.33
17300,neu,0.33,0.34,0.33
17301,neu,0.33,0.34,0.33
17302,neu,0.33,0.34,0.33
17303,neu,0.33,0.34,0.33
17304,neu,0.33,0.34,0.33
17305,neu,0.33,0.34,0.33
17306,neu,0.33,0.34,0.33
17307,neu,0.33,0.34,0.33
17308,neu,0.33,0.34,0.33
17309,neu,0.33,0.34,0.33
17310,neu,0.33,0.34,0.33
17311,neu,0.33,0.34,0.33
17312,neu,0.33,0.34,0.33
17313,neu,0.33,0.34,0.33
17314,neu,0.33,0.34,0.33
17315,pos,0.5751650333404541,0.0,0.4248349666595459
17316,neu,0.33,0.34,0.33
17317,pos,0.5473709106445312,0.0,0.4526290893554687
17318,neu,0.33,0.34,0.33
17319,neu,0.33,0.34,0.33
17320,neu,0.33,0.34,0.33
17321,neu,0.33,0.34,0.33
17322,neu,0.33,0.34,0.33
17323,pos,0.5751650333404541,0.0,0.4248349666595459
17324,neu,0.33,0.34,0.33
17325,pos,0.5473709106445312,0.0,0.4526290893554687
17326,neu,0.33,0.34,0.33
17327,neu,0.33,0.34,0.33
17328,neu,0.33,0.34,0.33
17329,pos,0.8934851884841919,0.0,0.1065148115158081
17330,pos,0.9363400936126708,0.0,0.0636599063873291
17331,neu,0.33,0.34,0.33
17332,neu,0.33,0.34,0.33
17333,neu,0.33,0.34,0.33
17334,neu,0.33,0.34,0.33
17335,neu,0.33,0.34,0.33
17336,neu,0.33,0.34,0.33
17337,neu,0.33,0.34,0.33
17338,neu,0.33,0.34,0.33
17339,pos,0.5751650333404541,0.0,0.4248349666595459
17340,neu,0.33,0.34,0.33
17341,pos,0.5473709106445312,0.0,0.4526290893554687
17342,neu,0.33,0.34,0.33
17343,neu,0.33,0.34,0.33
17344,neu,0.33,0.34,0.33
17345,neu,0.33,0.34,0.33
17346,neu,0.33,0.34,0.33
17347,pos,0.5751650333404541,0.0,0.4248349666595459
17348,neu,0.33,0.34,0.33
17349,pos,0.5473709106445312,0.0,0.4526290893554687
17350,neu,0.33,0.34,0.33
17351,neu,0.33,0.34,0.33
17352,neu,0.33,0.34,0.33
17353,pos,0.8934851884841919,0.0,0.1065148115158081
17354,pos,0.9363400936126708,0.0,0.0636599063873291
17355,neu,0.33,0.34,0.33
17356,neu,0.33,0.34,0.33
17357,neu,0.33,0.34,0.33
17358,neu,0.33,0.34,0.33
17359,neu,0.33,0.34,0.33
17360,neu,0.33,0.34,0.33
17361,neu,0.33,0.34,0.33
17362,neu,0.33,0.34,0.33
17363,pos,0.5751650333404541,0.0,0.4248349666595459
17364,neu,0.33,0.34,0.33
17365,pos,0.5473709106445312,0.0,0.4526290893554687
17366,neu,0.33,0.34,0.33
17367,neu,0.33,0.34,0.33
17368,neu,0.33,0.34,0.33
17369,pos,0.8934851884841919,0.0,0.1065148115158081
17370,pos,0.9363400936126708,0.0,0.0636599063873291
17371,neu,0.33,0.34,0.33
17372,neu,0.33,0.34,0.33
17373,neu,0.33,0.34,0.33
17374,neu,0.33,0.34,0.33
17375,neu,0.33,0.34,0.33
17376,neu,0.33,0.34,0.33
17377,neu,0.33,0.34,0.33
17378,neg,0.4094356298446655,0.0,0.5905643701553345
17379,neu,0.33,0.34,0.33
17380,neu,0.33,0.34,0.33
17381,neu,0.33,0.34,0.33
17382,neu,0.33,0.34,0.33
17383,neu,0.33,0.34,0.33
17384,pos,0.8740053176879883,0.0,0.1259946823120117
17385,neu,0.33,0.34,0.33
17386,pos,0.6629029512405396,0.0,0.3370970487594604
17387,neu,0.33,0.34,0.33
17388,pos,0.6525849103927612,0.0,0.3474150896072387
17389,neu,0.33,0.34,0.33
17390,neu,0.33,0.34,0.33
17391,neu,0.33,0.34,0.33
17392,neu,0.33,0.34,0.33
17393,neu,0.33,0.34,0.33
17394,neu,0.33,0.34,0.33
17395,neu,0.33,0.34,0.33
17396,pos,0.9159569144248962,0.0,0.0840430855751037
17397,pos,0.5952929854393005,0.0,0.4047070145606994
17398,neu,0.33,0.34,0.33
17399,neu,0.33,0.34,0.33
17400,neu,0.33,0.34,0.33
17401,neu,0.33,0.34,0.33
17402,neu,0.33,0.34,0.33
17403,neu,0.33,0.34,0.33
17404,neu,0.33,0.34,0.33
17405,neg,0.272768497467041,0.0,0.727231502532959
17406,neu,0.33,0.34,0.33
17407,neu,0.33,0.34,0.33
17408,neu,0.33,0.34,0.33
17409,neu,0.33,0.34,0.33
17410,neu,0.33,0.34,0.33
17411,neu,0.33,0.34,0.33
17412,pos,0.9159569144248962,0.0,0.0840430855751037
17413,pos,0.5952929854393005,0.0,0.4047070145606994
17414,neu,0.33,0.34,0.33
17415,neu,0.33,0.34,0.33
17416,neu,0.33,0.34,0.33
17417,neu,0.33,0.34,0.33
17418,neu,0.33,0.34,0.33
17419,neu,0.33,0.34,0.33
17420,pos,0.9159569144248962,0.0,0.0840430855751037
17421,pos,0.5952929854393005,0.0,0.4047070145606994
17422,neu,0.33,0.34,0.33
17423,neu,0.33,0.34,0.33
17424,pos,0.8740053176879883,0.0,0.1259946823120117
17425,neu,0.33,0.34,0.33
17426,pos,0.6629029512405396,0.0,0.3370970487594604
17427,neu,0.33,0.34,0.33
17428,pos,0.6525849103927612,0.0,0.3474150896072387
17429,neu,0.33,0.34,0.33
17430,neu,0.33,0.34,0.33
17431,neu,0.33,0.34,0.33
17432,pos,0.7772787809371948,0.0,0.2227212190628051
17433,pos,0.9421008229255676,0.0,0.0578991770744323
17434,pos,0.8305442929267883,0.0,0.1694557070732116
17435,neu,0.33,0.34,0.33
17436,neu,0.33,0.34,0.33
17437,neu,0.33,0.34,0.33
17438,neu,0.33,0.34,0.33
17439,neu,0.33,0.34,0.33
17440,neu,0.33,0.34,0.33
17441,neu,0.33,0.34,0.33
17442,neu,0.33,0.34,0.33
17443,neu,0.33,0.34,0.33
17444,pos,0.9432281255722046,0.0,0.0567718744277954
17445,neu,0.33,0.34,0.33
17446,neu,0.33,0.34,0.33
17447,neu,0.33,0.34,0.33
17448,neu,0.33,0.34,0.33
17449,neu,0.33,0.34,0.33
17450,pos,0.5184970498085022,0.0,0.4815029501914978
17451,neu,0.33,0.34,0.33
17452,neu,0.33,0.34,0.33
17453,neu,0.33,0.34,0.33
17454,neu,0.33,0.34,0.33
17455,neu,0.33,0.34,0.33
17456,neu,0.33,0.34,0.33
17457,neu,0.33,0.34,0.33
17458,pos,0.5184970498085022,0.0,0.4815029501914978
17459,neu,0.33,0.34,0.33
17460,neu,0.33,0.34,0.33
17461,neu,0.33,0.34,0.33
17462,neu,0.33,0.34,0.33
17463,pos,0.9528265595436096,0.0,0.0471734404563903
17464,neu,0.33,0.34,0.33
17465,neg,0.4522923827171325,0.0,0.5477076172828674
17466,neu,0.33,0.34,0.33
17467,neu,0.33,0.34,0.33
17468,pos,0.5842365622520447,0.0,0.4157634377479553
17469,neu,0.33,0.34,0.33
17470,neu,0.33,0.34,0.33
17471,pos,0.8525571227073669,0.0,0.147442877292633
17472,neu,0.33,0.34,0.33
17473,neu,0.33,0.34,0.33
17474,neu,0.33,0.34,0.33
17475,neu,0.33,0.34,0.33
17476,pos,0.8810053467750549,0.0,0.118994653224945
17477,neu,0.33,0.34,0.33
17478,pos,0.6129921078681946,0.0,0.3870078921318054
17479,neu,0.33,0.34,0.33
17480,pos,0.6482605338096619,0.0,0.3517394661903381
17481,pos,0.8810053467750549,0.0,0.118994653224945
17482,pos,0.6066012978553772,0.0,0.3933987021446228
17483,neu,0.33,0.34,0.33
17484,neg,0.0688046813011169,0.0,0.9311953186988832
17485,pos,0.6801356673240662,0.0,0.3198643326759338
17486,pos,0.9059956073760986,0.0,0.0940043926239013
17487,pos,0.8074655532836914,0.0,0.1925344467163086
17488,pos,0.9353923797607422,0.0,0.0646076202392578
17489,pos,0.9146071076393129,0.0,0.0853928923606872
17490,pos,0.6066012978553772,0.0,0.3933987021446228
17491,neu,0.33,0.34,0.33
17492,neg,0.0688046813011169,0.0,0.9311953186988832
17493,pos,0.6801356673240662,0.0,0.3198643326759338
17494,pos,0.9059956073760986,0.0,0.0940043926239013
17495,pos,0.8074655532836914,0.0,0.1925344467163086
17496,pos,0.9353923797607422,0.0,0.0646076202392578
17497,pos,0.9146071076393129,0.0,0.0853928923606872
17498,pos,0.6066012978553772,0.0,0.3933987021446228
17499,neu,0.33,0.34,0.33
17500,neg,0.0688046813011169,0.0,0.9311953186988832
17501,pos,0.6801356673240662,0.0,0.3198643326759338
17502,pos,0.9059956073760986,0.0,0.0940043926239013
17503,pos,0.8074655532836914,0.0,0.1925344467163086
17504,pos,0.9353923797607422,0.0,0.0646076202392578
17505,pos,0.9146071076393129,0.0,0.0853928923606872
17506,neu,0.33,0.34,0.33
17507,neg,0.0688046813011169,0.0,0.9311953186988832
17508,pos,0.6801356673240662,0.0,0.3198643326759338
17509,pos,0.8074655532836914,0.0,0.1925344467163086
17510,pos,0.9353923797607422,0.0,0.0646076202392578
17511,pos,0.9146071076393129,0.0,0.0853928923606872
17512,neu,0.33,0.34,0.33
17513,pos,0.8815643787384033,0.0,0.1184356212615966
17514,neg,0.1406818628311157,0.0,0.8593181371688843
17515,pos,0.5274502038955688,0.0,0.4725497961044311
17516,neg,0.0347082018852233,0.0,0.9652917981147766
17517,neu,0.33,0.34,0.33
17518,neu,0.33,0.34,0.33
17519,neu,0.33,0.34,0.33
17520,neu,0.33,0.34,0.33
17521,neu,0.33,0.34,0.33
17522,neu,0.33,0.34,0.33
17523,neu,0.33,0.34,0.33
17524,neu,0.33,0.34,0.33
17525,neu,0.33,0.34,0.33
17526,neg,0.5082733929157257,0.0,0.4917266070842743
17527,neu,0.33,0.34,0.33
17528,neu,0.33,0.34,0.33
17529,pos,0.7251325845718384,0.0,0.2748674154281616
17530,neu,0.33,0.34,0.33
17531,neu,0.33,0.34,0.33
17532,neu,0.33,0.34,0.33
17533,pos,0.8093264698982239,0.0,0.1906735301017761
17534,neu,0.33,0.34,0.33
17535,neu,0.33,0.34,0.33
17536,neu,0.33,0.34,0.33
17537,neu,0.33,0.34,0.33
